video_id,title,topic,confidence,scores
96Vl8s3EQhk,"5 OpenClaw agents run my home, finances, and code | Jesse Genet",ai-llms,0.214,"{""ai-llms"": 3, ""business"": 3, ""faith"": 0, ""finance-investing"": 3, ""hardware-homelab"": 2, ""software-engineering"": 2}"
96Vl8s3EQhk,"5 OpenClaw agents run my home, finances, and code | Jesse Genet",ai-llms,0.143,"{""ai-llms"": 2, ""business"": 0, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 2, ""software-engineering"": 1}"
ad-OHmjAU_Y,"Dump ChatGPT, use Fabric instead",ai-llms,0.071,"{""ai-llms"": 1, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 0}"
UbDyjIIGaxQ,You've been using AI Wrong,ai-llms,0.429,"{""ai-llms"": 6, ""business"": 0, ""faith"": 4, ""finance-investing"": 0, ""hardware-homelab"": 2, ""software-engineering"": 4}"
kKGeOE641b0,"DAX RAAD: Claude Code, OpenCode, AI Agents, and Future of Programming",ai-llms,0.643,"{""ai-llms"": 9, ""business"": 5, ""faith"": 1, ""finance-investing"": 3, ""hardware-homelab"": 0, ""software-engineering"": 3}"
Ga-7ROJWgek,Intro to AgentKit - Create a RAG Agent,ai-llms,0.714,"{""ai-llms"": 10, ""business"": 0, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 1, ""software-engineering"": 3}"
HGPTUc7tEq4,Fine-Tune an Open Source LLM with Claude Code/Codex (Hugging Face Model Trainer Skill),ai-llms,0.643,"{""ai-llms"": 9, ""business"": 2, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 2, ""software-engineering"": 3}"
7kdDLp-SOsU,MedGemma 1.5: Google's Open-Source Medical AI with 3D Imaging (Tutorial),ai-llms,0.357,"{""ai-llms"": 5, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 1}"
YnIWW88l0mc,Claude Code: 5 Essentials for Data Engineering,ai-llms,0.571,"{""ai-llms"": 8, ""business"": 2, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 6}"
l_Iy4ZCK1lY,Claude Cowork Just Changed How You Do Marketing,ai-llms,0.500,"{""ai-llms"": 7, ""business"": 2, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 1, ""software-engineering"": 2}"
X8afcX2s2Mo,Claude Skills: Build Your First AI Marketing Team in 16 Minutes (Claude Code),ai-llms,0.500,"{""ai-llms"": 7, ""business"": 2, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 1, ""software-engineering"": 1}"
RPd_3-CRyts,"He got 1,000 SaaS Clients in 12 Months Using 5-Minute Looms (No Sales Calls)",ai-llms,0.071,"{""ai-llms"": 1, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 1}"
V5A1IU8VVp4,I Studied Stripe's AI Agents... Vibe Coding Is Already Dead,software-engineering,0.231,"{""ai-llms"": 1, ""business"": 2, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 3}"
LOazLNQnB80,Mac Mini Agents: OpenClaw is a NIGHTMARE... Use these SKILLS instead,ai-llms,0.357,"{""ai-llms"": 5, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 2, ""software-engineering"": 5}"
f8cfH5XX-XU,The Pi Coding Agent: The ONLY REAL Claude Code COMPETITOR,ai-llms,0.357,"{""ai-llms"": 5, ""business"": 3, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 4}"
4_2j5wgt_ds,Claude Code Task System: ANTI-HYPE Agentic Coding (Advanced),ai-llms,0.357,"{""ai-llms"": 5, ""business"": 2, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 3}"
V5A1IU8VVp4,I Studied Stripe's AI Agents... Vibe Coding Is Already Dead,ai-llms,0.429,"{""ai-llms"": 6, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 4}"
VqDs46A8pqE,Claude Code is Amazing... Until It DELETES Production,ai-llms,0.286,"{""ai-llms"": 4, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 4}"
efctPj6bjCY,My 4-Layer Claude Code Playwright CLI Skill  (Agentic Browser Automation),ai-llms,0.429,"{""ai-llms"": 6, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 6}"
f8cfH5XX-XU,The Pi Coding Agent: The ONLY REAL Claude Code COMPETITOR,ai-llms,0.429,"{""ai-llms"": 6, ""business"": 2, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 5}"
f8cfH5XX-XU,The Pi Coding Agent: The ONLY REAL Claude Code COMPETITOR,software-engineering,0.462,"{""ai-llms"": 5, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 6}"
efctPj6bjCY,"My 4-Layer Agentic Browser Automation Stack (Skill, Subagent, Prompt, ????)",ai-llms,0.429,"{""ai-llms"": 6, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 6}"
RpUTF_U4kiw,"Claude Code Multi-Agent Orchestration with Opus 4.6, Tmux and Agent Sandboxes",ai-llms,0.357,"{""ai-llms"": 5, ""business"": 2, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 1, ""software-engineering"": 4}"
V5A1IU8VVp4,I Studied Stripe's AI Agents... Vibe Coding Is Already Dead,ai-llms,0.571,"{""ai-llms"": 8, ""business"": 2, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 1, ""software-engineering"": 6}"
u5GkG71PkR0,The Claude Code Feature Senior Engineers KEEP MISSING,ai-llms,0.286,"{""ai-llms"": 4, ""business"": 1, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 0, ""software-engineering"": 3}"
Kf7ejOtl5KU,Claude Code just replaced your ad agency - here's how,ai-llms,0.286,"{""ai-llms"": 4, ""business"": 2, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 4}"
AeLC4iutG8w,Claude Code just replaced your blog writer - AI slop is OVER,ai-llms,0.429,"{""ai-llms"": 6, ""business"": 2, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 0, ""software-engineering"": 1}"
g1GbmCr9MSc,Agentic AI in Trading: The Evolution of Trading Bots with Irene Aldridge,ai-llms,0.429,"{""ai-llms"": 6, ""business"": 5, ""faith"": 0, ""finance-investing"": 6, ""hardware-homelab"": 1, ""software-engineering"": 4}"
xHnlzAPD9QI,Automate tasks with the Codex app,ai-llms,0.143,"{""ai-llms"": 2, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 2}"
wJ4i_wRctq8,The US Iran Conflict Will Make Smart Investors Rich (Here's How),ai-llms,0.429,"{""ai-llms"": 6, ""business"": 2, ""faith"": 0, ""finance-investing"": 5, ""hardware-homelab"": 0, ""software-engineering"": 3}"
zgxorh9LhiE,I Tried Every AI Coding Agent... Here's My 2026 Setup,ai-llms,0.500,"{""ai-llms"": 7, ""business"": 4, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 3}"
BX2PxxM15Zc,Testing Claude in Excel: Building a Three-Statement Financial Model,ai-llms,0.286,"{""ai-llms"": 4, ""business"": 0, ""faith"": 0, ""finance-investing"": 3, ""hardware-homelab"": 0, ""software-engineering"": 4}"
ZlDnsf_DOzg,Every Claude Code Concept Explained for Normal People,ai-llms,0.429,"{""ai-llms"": 6, ""business"": 4, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 6}"
Mi0CXzeLDEY,How to use your MIND when you pray,faith,0.625,"{""ai-llms"": 1, ""business"": 1, ""faith"": 5, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 1}"
67uoooVOxnI,"The Knowledge Of Jesus | Dr Mensa Otabil | COZA 12DG 2026 Day 5, Morning Session | 06-01-2026",faith,0.750,"{""ai-llms"": 1, ""business"": 2, ""faith"": 6, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 1}"
9NxMbmNL-kI,SUCCESS DOESN'T COME BY CHANCE || DR. MYLES MUNROE,faith,0.125,"{""ai-llms"": 0, ""business"": 0, ""faith"": 1, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 1}"
hy5k6tURFeo,The Bubble Most Will Get Wrong | Aswath Damodaran on How He Is Investing in a World of AI,finance-investing,0.800,"{""ai-llms"": 1, ""business"": 3, ""faith"": 0, ""finance-investing"": 8, ""hardware-homelab"": 0, ""software-engineering"": 2}"
hy5k6tURFeo,The Bubble Most Will Get Wrong | Aswath Damodaran on How He Is Investing in a World of AI,finance-investing,0.800,"{""ai-llms"": 2, ""business"": 1, ""faith"": 0, ""finance-investing"": 8, ""hardware-homelab"": 0, ""software-engineering"": 4}"
hy5k6tURFeo,The Bubble Most Will Get Wrong | Aswath Damodaran on How He Is Investing in a World of AI,finance-investing,0.200,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 0, ""software-engineering"": 0}"
hy5k6tURFeo,The Bubble Most Will Get Wrong | Aswath Damodaran on How He Is Investing in a World of AI,finance-investing,0.700,"{""ai-llms"": 2, ""business"": 3, ""faith"": 0, ""finance-investing"": 7, ""hardware-homelab"": 0, ""software-engineering"": 3}"
rZQJa1pOzEo,Why Compounding Feels Slow (And How I Fixed It),finance-investing,0.600,"{""ai-llms"": 2, ""business"": 3, ""faith"": 1, ""finance-investing"": 6, ""hardware-homelab"": 1, ""software-engineering"": 1}"
9FvcaLkoaG0,Why I Don’t Judge My Income ETFs By Price (And Neither Should You),finance-investing,0.600,"{""ai-llms"": 1, ""business"": 1, ""faith"": 0, ""finance-investing"": 6, ""hardware-homelab"": 2, ""software-engineering"": 1}"
9FvcaLkoaG0,Why I Don’t Judge My Income ETFs By Price (And Neither Should You),finance-investing,0.600,"{""ai-llms"": 1, ""business"": 2, ""faith"": 0, ""finance-investing"": 6, ""hardware-homelab"": 2, ""software-engineering"": 3}"
9FvcaLkoaG0,Why I Don’t Judge My Income ETFs By Price (And Neither Should You),finance-investing,0.400,"{""ai-llms"": 2, ""business"": 1, ""faith"": 0, ""finance-investing"": 4, ""hardware-homelab"": 0, ""software-engineering"": 1}"
YJoLVaENI8U,What a Market Pullback Actually Did to My System (With Real Numbers),finance-investing,0.600,"{""ai-llms"": 1, ""business"": 2, ""faith"": 1, ""finance-investing"": 6, ""hardware-homelab"": 1, ""software-engineering"": 1}"
3DO2jze545g,🚨CONFIRMED: Best Order to Invest Now (Invest in these First! ..then invest here to REALLY grow),finance-investing,0.700,"{""ai-llms"": 1, ""business"": 2, ""faith"": 0, ""finance-investing"": 7, ""hardware-homelab"": 0, ""software-engineering"": 2}"
GgQvi_RB1kQ,A Weak Dollar Is Coming… Smart Investors Are Doing THIS,finance-investing,0.600,"{""ai-llms"": 0, ""business"": 1, ""faith"": 0, ""finance-investing"": 6, ""hardware-homelab"": 0, ""software-engineering"": 2}"
2ehTz4A5yJQ,Visualizing the Business Cycle,finance-investing,0.600,"{""ai-llms"": 1, ""business"": 2, ""faith"": 0, ""finance-investing"": 6, ""hardware-homelab"": 0, ""software-engineering"": 1}"
0vLeHFO7-HE,The Markets will Never Be the Same - AI Takeover,finance-investing,0.600,"{""ai-llms"": 4, ""business"": 3, ""faith"": 0, ""finance-investing"": 6, ""hardware-homelab"": 0, ""software-engineering"": 3}"
pPk9zHhP0ug,Trump's 15% Tariffs Will Make Millionaires in 2026 (Here's How),finance-investing,0.400,"{""ai-llms"": 2, ""business"": 3, ""faith"": 0, ""finance-investing"": 4, ""hardware-homelab"": 3, ""software-engineering"": 2}"
te3W5UHierw,A One In A Lifetime Crash Is Coming (3 Warning Signs),finance-investing,0.700,"{""ai-llms"": 5, ""business"": 2, ""faith"": 0, ""finance-investing"": 7, ""hardware-homelab"": 4, ""software-engineering"": 5}"
z6mgrQCg1NM,Why Context Beats Every Prompt You'll Ever Write,software-engineering,0.462,"{""ai-llms"": 5, ""business"": 4, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 1, ""software-engineering"": 6}"
3NzCBIcIqD0,10 CLI Tools I'm using alongside Claude Code | Starmorph AI,software-engineering,0.308,"{""ai-llms"": 3, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.385,"{""ai-llms"": 2, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 2, ""software-engineering"": 5}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.231,"{""ai-llms"": 2, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 3}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.462,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 1, ""software-engineering"": 6}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.308,"{""ai-llms"": 2, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 2, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.462,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 6}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.462,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 6}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.462,"{""ai-llms"": 1, ""business"": 1, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 2, ""software-engineering"": 6}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.385,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 5}"
l94A53kIUB0,Forget Ralph Loops: The New GSD Framework for Claude Code,software-engineering,0.538,"{""ai-llms"": 6, ""business"": 3, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 7}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.308,"{""ai-llms"": 1, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 2, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.308,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.462,"{""ai-llms"": 1, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 2, ""software-engineering"": 6}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.308,"{""ai-llms"": 1, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.385,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 5}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.385,"{""ai-llms"": 0, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 5}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.308,"{""ai-llms"": 1, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.462,"{""ai-llms"": 1, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 2, ""software-engineering"": 6}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.538,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 7}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.308,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.308,"{""ai-llms"": 2, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.462,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 6}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.462,"{""ai-llms"": 0, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 6}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.308,"{""ai-llms"": 0, ""business"": 1, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 1, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.308,"{""ai-llms"": 2, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 2, ""software-engineering"": 4}"
HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,software-engineering,0.385,"{""ai-llms"": 1, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 5}"
mZzhfPle9QU,How I use Claude Code (Meta Staff Engineer Tips),ai-llms,0.429,"{""ai-llms"": 6, ""business"": 1, ""faith"": 0, ""finance-investing"": 3, ""hardware-homelab"": 0, ""software-engineering"": 6}"
mZzhfPle9QU,How I use Claude Code (Meta Staff Engineer Tips),ai-llms,0.500,"{""ai-llms"": 7, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 6}"
mZzhfPle9QU,How I use Claude Code (Meta Staff Engineer Tips),ai-llms,0.286,"{""ai-llms"": 4, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 2}"
IHDJkJpYC90,My Beginner's Guide to YouTube Analytics (everything you need in 12 minutes),software-engineering,0.154,"{""ai-llms"": 1, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 2}"
ueTe-VQaD7c,My Production Dockerfile Rules: How I Build Docker Images,software-engineering,0.385,"{""ai-llms"": 3, ""business"": 3, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 2, ""software-engineering"": 5}"
ts0nH_pSAdM,How Replacing Developers With AI is Going Horribly Wrong,software-engineering,0.308,"{""ai-llms"": 2, ""business"": 3, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 0, ""software-engineering"": 4}"
uC44zFz7JSM,Your codebase is NOT ready for AI (here's how to fix it),software-engineering,0.308,"{""ai-llms"": 2, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 4}"
t78-JUnTK5Q,This Sandbox Tool Makes Claude Code Unstoppable (Code On Incus),software-engineering,0.231,"{""ai-llms"": 2, ""business"": 1, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 3}"
B1CQfL8d_lY,How Claude Code Changed My Life Path,software-engineering,0.308,"{""ai-llms"": 2, ""business"": 1, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 1, ""software-engineering"": 4}"
VPeTgU7la34,7 Modern UI Layouts from 50 Top Software Companies (+ Free Figma File),software-engineering,0.154,"{""ai-llms"": 0, ""business"": 1, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 2}"
PDcQJOPby1k,5 SaaS UI/UX mistakes that SCREAM you Vibe Code,software-engineering,0.231,"{""ai-llms"": 2, ""business"": 2, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 3}"
PJnCPqPheX0,Watch Before Your Church Buys a Camera in 2026 [Video + Live Stream],software-engineering,0.154,"{""ai-llms"": 1, ""business"": 0, ""faith"": 1, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 2}"
2g6hbhclpKo,YouTube Analytics Explained — 2026 Beginner’s Guide (What Really Matters),software-engineering,0.154,"{""ai-llms"": 1, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 2}"
e3EhJJlWwws,This FREE AI Tool Auto-Generates Gridfinity Bins!,software-engineering,0.231,"{""ai-llms"": 1, ""business"": 1, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 3}"
3_mwKbYvbUg,One Prompt Every AGENTIC Codebase Should Have (For Engineering Teams),software-engineering,0.385,"{""ai-llms"": 2, ""business"": 4, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 5}"
f2mGqlLLqok,The Psychology of Premium Websites,software-engineering,0.154,"{""ai-llms"": 1, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 2}"
pAIF7vZm5k0,Agent memory resolved?,ai-llms,0.286,"{""ai-llms"": 4, ""business"": 4, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 0, ""software-engineering"": 3}"
hSpem_oGAf0,How McKinsey Plans to Survive AI (and Reinvent Consulting),business,0.556,"{""ai-llms"": 4, ""business"": 5, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 0, ""software-engineering"": 1}"
67zh8_yiPh4,I Built 3 SaaS Apps to $200K MRR: Here's My Exact Playbook,business,0.444,"{""ai-llms"": 2, ""business"": 4, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 0, ""software-engineering"": 3}"
UBsV1vHu7rY,The 3 Mistakes People Make in Hard Conversations (and How to Avoid Them),business,0.444,"{""ai-llms"": 1, ""business"": 4, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 1}"
5x1t9JkCNOM,The Simple Strategy Dave Uses to Motivate His Team,business,0.778,"{""ai-llms"": 1, ""business"": 7, ""faith"": 0, ""finance-investing"": 2, ""hardware-homelab"": 2, ""software-engineering"": 1}"
6pP8x8sXoaM,The Great Transition,business,0.556,"{""ai-llms"": 2, ""business"": 5, ""faith"": 0, ""finance-investing"": 4, ""hardware-homelab"": 0, ""software-engineering"": 4}"
6pP8x8sXoaM,The Great Transition,ai-llms,0.429,"{""ai-llms"": 6, ""business"": 3, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 3}"
6pP8x8sXoaM,The Great Transition,ai-llms,0.214,"{""ai-llms"": 3, ""business"": 2, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 3}"
6pP8x8sXoaM,The Great Transition,business,0.667,"{""ai-llms"": 4, ""business"": 6, ""faith"": 1, ""finance-investing"": 3, ""hardware-homelab"": 0, ""software-engineering"": 5}"
9BwpcO-0LuI,Understand Business Metrics for Data Analysts (Most Get This Wrong),business,0.667,"{""ai-llms"": 2, ""business"": 6, ""faith"": 0, ""finance-investing"": 4, ""hardware-homelab"": 0, ""software-engineering"": 2}"
kTMQJDHpV_k,The Startup Finance Stack I Use as a Founder (2026),business,0.778,"{""ai-llms"": 1, ""business"": 7, ""faith"": 0, ""finance-investing"": 3, ""hardware-homelab"": 0, ""software-engineering"": 3}"
3j85WQbvz0A,How Does Private Equity Actually Work,finance-investing,0.700,"{""ai-llms"": 1, ""business"": 7, ""faith"": 0, ""finance-investing"": 7, ""hardware-homelab"": 0, ""software-engineering"": 2}"
DcUyzZ25-Hc,6 Tiny Habits That Save Me 15 Hours A Week In My Business,software-engineering,0.154,"{""ai-llms"": 1, ""business"": 2, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 2}"
uUN1oy2PRHo,How to create JOBS for OpenClaw agents,business,0.556,"{""ai-llms"": 4, ""business"": 5, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 1, ""software-engineering"": 1}"
cX7ttppv7Ec,Building Hobby Lobby's Legacy—One Leader at a Time | Mart Green,business,0.556,"{""ai-llms"": 2, ""business"": 5, ""faith"": 3, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 1}"
cX7ttppv7Ec,Building Hobby Lobby's Legacy—One Leader at a Time | Mart Green,business,0.556,"{""ai-llms"": 1, ""business"": 5, ""faith"": 1, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 1}"
cX7ttppv7Ec,Building Hobby Lobby's Legacy—One Leader at a Time | Mart Green,faith,0.500,"{""ai-llms"": 3, ""business"": 3, ""faith"": 4, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 1}"
cX7ttppv7Ec,Building Hobby Lobby's Legacy—One Leader at a Time | Mart Green,ai-llms,0.071,"{""ai-llms"": 1, ""business"": 1, ""faith"": 1, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 1}"
LpNODHhn-60,How To Make Time For Everything (Seriously),business,0.778,"{""ai-llms"": 1, ""business"": 7, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 1}"
LpNODHhn-60,You're Procrastinating 80% of Your Time (Here's How I Fixed It),business,0.778,"{""ai-llms"": 1, ""business"": 7, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 0, ""software-engineering"": 1}"
27j9at9briI,How to Discern God Opportunities vs Business Traps,business,0.333,"{""ai-llms"": 2, ""business"": 3, ""faith"": 2, ""finance-investing"": 2, ""hardware-homelab"": 0, ""software-engineering"": 2}"
